"reportDate","payload.appt_num","payload.developer_group_name","payload.typed_volume_pct","payload.total_living_floor_size","payload.developer_group_id","payload.object_count","payload.total_living_floor_size_pct"
2019-05-01,74,"M9 Development",0,10966,"4535077001",11,0.0077722748
2019-05-01,239,"Строительная компания СТЭКОМ",100,10962,"5687552001",1,0.0077694397
2019-05-01,160,"Группа компаний Спецмонтаж Инвест",0,10947,"3519542001",2,0.0077588083
2019-05-01,188,"Велес",100,10935,"8136982001",1,0.0077503032
2019-05-01,193,"Фонд содействия социальному развитию и ипотечному кредитованию",100,10934,"6021174001",1,0.0077495944
2019-05-01,264,"Группа компаний Gold Grad",0,10928,"6270649001",6,0.0077453419
2019-05-01,182,"Строительная Компания Азимут-М",100,10920,"6208841001",1,0.0077396718
2019-05-01,170,"СтройИнвест",100,10920,"10025256001",1,0.0077396718
2019-05-01,436,"Строительная компания Проспектстрой",100,10911,"5695122001",2,0.0077332929
2019-05-01,260,"ИнвестСтрой-2013",100,10908,"8328932001",1,0.0077311666
2019-05-01,334,"Вектор",0,10902,"8616724001",2,0.0077269141
2019-05-01,219,"Меркон Групп",26.59,10896,"1458563001",2,0.0077226615
2019-05-01,170,"Мадеф",100,10895,"11434885001",2,0.0077219527
2019-05-01,174,"Группа компаний Прогресс-строй",0,10890,"6831278001",3,0.0077184089
2019-05-01,176,"Стройлес",100,10885,"5055564001",7,0.0077148651
2019-05-01,211,"Центр Недвижимости Северная Казна",0,10850,"5271533001",2,0.0076900585
2019-05-01,260,"Кургансельстрой",62.39,10821,"682732001",2,0.0076695044
2019-05-01,272,"Аквацентр",100,10818,"4948807001",1,0.0076673781
2019-05-01,156,"НовоСтрой",100,10807,"6052649001",2,0.0076595818
2019-05-01,154,"ИнвестСтройЦентр",0,10800,"9814565001",1,0.0076546204
2019-05-01,211,"Строительная компания КД СТРОЙ",62.95,10790,"5679246001",2,0.0076475328
2019-05-01,186,"Компания Геоторг",0,10780,"6713655001",1,0.0076404452
2019-05-01,220,"Объединенная Строительная Группа",0,10738,"4962844001",1,0.0076106772
2019-05-01,143,"Производственно-строительная компания СОЮЗ",0,10723,"5811207001",1,0.0076000458
2019-05-01,150,"КерамоСтройСервис",100,10720,"10875483001",1,0.0075979195
2019-05-01,240,"Инвестиционно-строительная компания Патрокл",100,10716,"7797525001",1,0.0075950845
2019-05-01,256,"Монолит строй",100,10713,"6023024001",2,0.0075929582
2019-05-01,196,"СтройБизнесИнвест",100,10699,"7019733001",1,0.0075830356
2019-05-01,216,"Западная строительно-монтажная компания",100,10696,"8219286001",1,0.0075809093
2019-05-01,207,"Читинский керамический завод МИР",0,10687,"5581246001",2,0.0075745304
2019-05-01,184,"БронИнвестСтрой",100,10661,"4951053001",1,0.0075561026
2019-05-01,90,"КРОСТ",100,10650,"6023489001",18,0.0075483063
2019-05-01,196,"Вистбалт",0,10619,"8958256001",7,0.0075263347
2019-05-01,227,"Пензагорстрой",100,10610,"7085796001",1,0.0075199558
2019-05-01,170,"ПЛАТИНУМ",100,10606,"8470924001",1,0.0075171208
2019-05-01,210,"Управляющая компания Малахит",0,10602,"6398978001",4,0.0075142857
2019-05-01,184,"Ленинградское областное агентство ипотечного жилищного кредитования",100,10596,"6741578001",1,0.0075100332
2019-05-01,175,"Группа компаний Феникс",100,10574,"1364486001",2,0.0074944404
2019-05-01,175,"Квадратный МЭТР",0,10572,"7618242001",1,0.0074930229
2019-05-01,220,"Коммунальное хозяйство +",0,10562,"6013827001",1,0.0074859353
2019-05-01,216,"Строй Лэнд",100,10534,"5680270001",2,0.00746609
2019-05-01,205,"Инвестиционно-Строительная компания Гринвич",100,10532,"4956578001",2,0.0074646724
2019-05-01,162,"Строительная компания КомТранс",68.97,10525,"5137117001",7,0.0074597111
2019-05-01,199,"Строй-Ойл-Уфа",0,10518,"5774880001",2,0.0074547498
2019-05-01,132,"Гуриати",0,10497,"8687965001",1,0.0074398658
2019-05-01,120,"Строительная компания КВАРТАЛ",100,10490,"5801969001",1,0.0074349045
2019-05-01,305,"Группа компаний Региональная строительная компания",100,10490,"4761750001",4,0.0074349045
2019-05-01,238,"Группа компаний Союз",100,10482,"5332372001",1,0.0074292344
2019-05-01,158,"Строительная компания Сокол",100,10470,"7607712001",1,0.0074207293
2019-05-01,250,"Строй-Дом",100,10469,"9275238001",1,0.0074200205
2019-05-01,374,"Группа компаний E3 Group",0,10457,"11422538001",1,0.0074115154
2019-05-01,171,"Волга-Риэлти",100,10450,"11004665001",1,0.007406554
2019-05-01,204,"Инвестиционно-строительная организация Ар.Сей",0,10438,"5506558001",2,0.0073980489
2019-05-01,207,"Строительная компания Капитель",100,10422,"601447001",3,0.0073867087
2019-05-01,150,"Тандем-Истейт",0,10401,"7020529001",1,0.0073718247
2019-05-01,168,"Группа компаний НОВЫЙ ГОРОД",29.29,10390,"7779775001",2,0.0073640284
2019-05-01,192,"СТРОЙРЕГИСТР",0,10390,"8173591001",1,0.0073640284
2019-05-01,152,"Фирма Кристина",0,10366,"6074747001",2,0.0073470181
2019-05-01,147,"ТИСА",100,10361,"10162487001",1,0.0073434743
2019-05-01,112,"Корпорация Инком-недвижимость-Красноярск",0,10348,"8689019001",2,0.0073342604
2019-05-01,249,"Группа компаний GALAXY GROUP",0,10347,"408964001",1,0.0073335516
2019-05-01,216,"ЛенАр",100,10346,"6202464001",3,0.0073328429
2019-05-01,135,"ГИМ ГРУПП",0,10346,"10091059001",1,0.0073328429
2019-05-01,230,"Танар",0,10336,"6037886001",2,0.0073257553
2019-05-01,168,"ДИРЕКЦИЯ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА",100,10335,"8260393001",1,0.0073250465
2019-05-01,224,"Монолитстрой",100,10325,"5882707001",1,0.0073179589
2019-05-01,272,"Инвестиционно-Строительная компания Стрижи Group",0,10321,"6610705001",1,0.0073151238
2019-05-01,216,"Международная промышленно-финансовая компания Укрросметалл",0,10299,"4848530001",1,0.0072995311
2019-05-01,196,"Строительная компания Творец",100,10290,"5968692001",1,0.0072931522
2019-05-01,154,"Ставропольская строительная компания",0,10266,"5479191001",4,0.007276142
2019-05-01,218,"Коробово-1",0,10260,"4972332001",2,0.0072718894
2019-05-01,216,"Группа компаний Церих",0,10260,"2923199001",4,0.0072718894
2019-05-01,198,"Парнас-2001",100,10230,"6016233001",1,0.0072506266
2019-05-01,216,"Строительная компания Амрита",0,10216,"5777023001",1,0.0072407039
2019-05-01,176,"Компания Строитель",100,10180,"9489287001",2,0.0072151885
2019-05-01,215,"Леонова",0,10172,"7617474001",1,0.0072095184
2019-05-01,91,"Производственно-Коммерческая Фирма Регион-Инвест",0,10166,"8233671001",1,0.0072052659
2019-05-01,180,"Яшма",0,10146,"5671729001",1,0.0071910906
2019-05-01,252,"РАДАМИРА",20.04,10140,"5279012001",2,0.0071868381
2019-05-01,165,"Группа компаний Техно-Поволжье",100,10137,"2895820001",1,0.0071847118
2019-05-01,169,"Строительная организация ГосЗаказКонсалт",100,10114,"5645384001",4,0.0071684103
2019-05-01,116,"Производственно-строительная фирма Квартал",0,10110,"5882189001",1,0.0071655752
2019-05-01,76,"Тюменская домостроительная компания",0,10102,"5396786001",40,0.0071599051
2019-05-01,216,"ПриуралСтрой",100,10095,"6083652001",3,0.0071549438
2019-05-01,158,"Строй Жилье",0,10077,"6116890001",1,0.0071421861
2019-05-01,144,"Группа Компаний ГарантСтрой",0,10071,"7230852001",1,0.0071379336
2019-05-01,196,"Строительная компания Акцент",100,10070,"10795700001",1,0.0071372248
2019-05-01,184,"СОЦСТРОЙ",0,10070,"10954805001",2,0.0071372248
2019-05-01,190,"ИНТЕР ДЕВЕЛОПМЕНТ",100,10069,"6974848001",3,0.007136516
2019-05-01,196,"Альфа-Строй",100,10068,"5897439001",2,0.0071358073
2019-05-01,396,"Адюс Плюс",50,10065,"8247348001",4,0.007133681
2019-05-01,250,"ИнвестСтрой",100,10046,"9721265001",3,0.0071202145
2019-05-01,192,"Северная Слобода",0,10045,"6032339001",1,0.0071195058
2019-05-01,114,"ЗИОН",100,10040,"10850274001",13,0.007115962
2019-05-01,201,"МобиКлин",0,10031,"6167814001",1,0.0071095831
2019-05-01,234,"Строительная компания Высотник",100,10018,"5903309001",2,0.0071003692
2019-05-01,299,"Строительная фирма Квартал",100,10011,"7028507001",1,0.0070954079
2019-05-01,198,"ЛАД",100,10010,"6032370001",1,0.0070946991
2019-05-01,129,"Фонд жилья и ипотеки г. Заречного Пензенской области",7.05,9977,"5888093001",3,0.00707131
2019-05-01,207,"Трест Уралавтострой",100,9976,"6029152001",2,0.0070706012
2019-05-01,179,"Технология",100,9960,"11956152001",1,0.0070592611
2019-05-01,216,"ИНВЕСТКОМПЛЕКТСТРОЙ",0,9958,"10987230001",2,0.0070578435
2019-05-01,198,"Невод",100,9952,"12068447001",1,0.007053591
2019-05-01,198,"Трест-36",0,9951,"391331001",1,0.0070528822
2019-05-01,165,"Строительная компания Еврострой-1",37.97,9946,"5967308001",3,0.0070493384
2019-05-01,218,"Строительно-монтажное управление №19 г. Северодвинска",100,9939,"11101398001",2,0.0070443771
2019-05-01,151,"Специализированный застройщик ГРОН",0,9935,"10957348001",5,0.007041542
2019-05-01,252,"Жилищно строительный кооператив Платов",100,9934,"11600115001",2,0.0070408333
2019-05-01,120,"Академия Федеральной службы безопасности Российской Федерации",0,9924,"4845425001",1,0.0070337457
2019-05-01,175,"Стройинвест",100,9896,"4853436001",3,0.0070139003
2019-05-01,130,"ВербаКапитал-Девелопмент",0,9889,"5800750001",1,0.007008939
2019-05-01,170,"Группа Компаний Инвестиционно-Строительная Компания Система",0,9886,"7612372001",1,0.0070068127
2019-05-01,128,"Финансово-строительная компания Застройщик",100,9885,"6033444001",1,0.007006104
2019-05-01,231,"Специализированный Застройщик Горизонт",100,9883,"11476289001",1,0.0070046865
2019-05-01,235,"Социальный сервис",0,9872,"8925418001",2,0.0069968901
2019-05-01,192,"Строительное эксплуатационное управление 8",100,9872,"8747368001",1,0.0069968901
2019-05-01,112,"АБН-СТРОЙ",100,9869,"5589532001",1,0.0069947638
2019-05-01,299,"Строительная компания Кристалл-Строй",57.06,9868,"7617015001",6,0.006994055
2019-05-01,240,"КРЕО",0,9860,"6042065001",1,0.0069883849
2019-05-01,162,"Жилищно-строительная компания",100,9860,"7275554001",2,0.0069883849
2019-05-01,180,"Волго-Каспийская Региональная Компания",100,9852,"11401897001",2,0.0069827149
2019-05-01,149,"Компания СНЕГ",100,9828,"5481388001",1,0.0069657046
2019-05-01,188,"Парковый",0,9825,"8359898001",2,0.0069635783
2019-05-01,165,"БИЗНЕС ЦЕНТР ЭКСПРЕСС",100,9822,"9971810001",1,0.006961452
2019-05-01,206,"Ремонтно-строительный комбинат г. Заречный",100,9802,"6090032001",1,0.0069472768
2019-05-01,86,"МОРОЗКО",0,9801,"10623769001",1,0.006946568
2019-05-01,180,"АМГ",0,9801,"10222063001",2,0.006946568
2019-05-01,132,"Компания Инвестстройзаказчик",0,9794,"5895698001",1,0.0069416067
2019-05-01,178,"ПЕРВЫЙ БЕТОННЫЙ ЖБИ",100,9790,"10192962001",1,0.0069387717
2019-05-01,146,"СибБытСтрой",0,9780,"9400258001",2,0.0069316841
2019-05-01,197,"Агентство по развитию территорий",100,9768,"5511245001",2,0.0069231789
2019-05-01,224,"Ипотечная корпорация Республики Бурятия",100,9737,"598327001",2,0.0069012073
2019-05-01,219,"НОВЫЙ ДОМ",100,9733,"5894484001",1,0.0068983723
2019-05-01,170,"СтройАчинск",0,9730,"6022236001",3,0.006896246
2019-05-01,144,"ПМК-83",100,9727,"5578240001",1,0.0068941197
2019-05-01,190,"Оргтехстрой",0,9725,"6039463001",1,0.0068927022
2019-05-01,204,"Инвестиционно-строительная компания Всеволожский штиль",0,9716,"5869726001",5,0.0068863233
2019-05-01,135,"Квадрат",0,9714,"5526512001",4,0.0068849058
2019-05-01,178,"Интерстрой",100,9704,"4855091001",1,0.0068778182
2019-05-01,205,"ЖСК Жилстрой",100,9696,"9594849001",1,0.0068721481
2019-05-01,140,"Омскнефтепроводстрой",100,9691,"6040783001",1,0.0068686043
2019-05-01,294,"Инвестиционно-строительная компания Авангард",0,9682,"6278515001",2,0.0068622255
2019-05-01,136,"ИСК Мой Дом",0,9681,"7532873001",1,0.0068615167
2019-05-01,160,"Воронежстрой",100,9679,"6070842001",2,0.0068600992
2019-05-01,180,"Л-Клуб",0,9677,"9123402001",2,0.0068586817
2019-05-01,166,"Авеню",0,9663,"10146522001",1,0.006848759
2019-05-01,165,"Энергоремстройкомплект",0,9659,"5768321001",1,0.006845924
2019-05-01,138,"Решение",0,9646,"8733389001",1,0.0068367101
2019-05-01,200,"РФСК Домострой",100,9646,"6039014001",3,0.0068367101
2019-05-01,93,"Дубровка",0,9642,"3903917001",1,0.006833875
2019-05-01,152,"Феникс",0,9641,"5886866001",1,0.0068331663
2019-05-01,262,"Группа компаний РОСТ",100,9635,"5527101001",1,0.0068289137
2019-05-01,180,"Строительный Эксплуатационный Комплекс",100,9627,"6205270001",2,0.0068232436
2019-05-01,194,"Тибет СВ",0,9627,"6012045001",1,0.0068232436
2019-05-01,163,"Строительная компания Билдинг",0,9626,"4223700001",1,0.0068225348
2019-05-01,208,"Строительная компания ПромСтройМонтаж",0,9621,"8247949001",1,0.006818991
2019-05-01,182,"Жилищно-строительная фирма Красноярскстрой",100,9611,"5811515001",1,0.0068119034
2019-05-01,270,"МакроСтрой",91.88,9606,"5672188001",7,0.0068083596
2019-05-01,228,"Стройзаказ",100,9592,"6058590001",1,0.006798437
2019-05-01,213,"Интер",100,9585,"6063391001",1,0.0067934756
2019-05-01,202,"Финансово-строительная компания Атлант",0,9576,"9781154001",1,0.0067870968
2019-05-01,179,"СТИЛТЭК",100,9569,"10419208001",1,0.0067821355
2019-05-01,196,"Ока-Строй-Инвест",0,9566,"7398940001",2,0.0067800092
2019-05-01,189,"Строительная компания Мир",0,9563,"10384132001",1,0.0067778829
2019-05-01,143,"Евростройком",0,9545,"5683375001",1,0.0067651252
2019-05-01,90,"Инвестиционная компания Стратегия",0,9531,"5845512001",2,0.0067552025
2019-05-01,167,"Группа Компаний Ярнефтехимстрой",100,9516,"4112832001",1,0.0067445711
2019-05-01,300,"АстДомСтрой-Инвест",100,9497,"5392758001",1,0.0067311047
2019-05-01,164,"Ростовская Девелоперская Компания",100,9478,"6075612001",3,0.0067176382
2019-05-01,160,"Сахинстрой",0,9470,"5574330001",2,0.0067119681
2019-05-01,183,"БазисИнвестСтрой",0,9463,"11533462001",1,0.0067070068
2019-05-01,157,"Торгово-строительная компания ВалРус",100,9459,"8381096001",1,0.0067041717
2019-05-01,157,"Строительное управление №1",51.72,9458,"5476810001",3,0.006703463
2019-05-01,268,"Строительная компания Конкорд",100,9452,"5726250001",7,0.0066992104
2019-05-01,240,"РосИнвестСтрой",0,9444,"5694796001",1,0.0066935403
2019-05-01,153,"Адыгпромстрой",19.01,9443,"5487197001",2,0.0066928315
2019-05-01,180,"СУ № 5 СК РОЛСТРОЙ",100,9438,"11956725001",2,0.0066892877
2019-05-01,114,"Дом на Советской",0,9431,"9014788001",3,0.0066843264
2019-05-01,139,"Группа компаний ИтильТехноСервис",100,9425,"6309179001",2,0.0066800738
2019-05-01,189,"Строительно-монтажное управление-12",100,9423,"7022045001",1,0.0066786563
2019-05-01,176,"Группа предприятий Кудесник",100,9389,"701952001",2,0.0066545584
2019-05-01,140,"РК-Газсетьсервис Коломна",44.7,9387,"4964586001",3,0.0066531409
2019-05-01,190,"ЖСК Таманский",100,9383,"9793166001",1,0.0066503059
2019-05-01,0,"КРАСНЫЙ ПУТЬ-15/1",100,9374,"9670885001",1,0.006643927
2019-05-01,164,"Ракетно-космическая корпорация Энергия имени С.П. Королева",0,9374,"3784478001",1,0.006643927
2019-05-01,184,"Альфа",0,9366,"6074805001",1,0.0066382569
2019-05-01,150,"Строительная компания АСД-групп",0,9359,"9472805001",5,0.0066332956
2019-05-01,160,"КАРКАС",100,9357,"6007797001",1,0.0066318781
2019-05-01,220,"МЖК Родина",100,9325,"6004085001",2,0.0066091977
2019-05-01,169,"Специализированный застройщик Стройтрест-7",100,9297,"11476583001",1,0.0065893524
2019-05-01,169,"Строительная компания СОЮЗ 8",100,9297,"7768009001",4,0.0065893524
2019-05-01,186,"Первый Семейный Комплекс",0,9290,"6028394001",7,0.0065843911
2019-05-01,117,"Завод имени А.М.Тарасова",0,9280,"5758393001",1,0.0065773035
2019-05-01,64,"Строительная Компания Академресурс",25.57,9270,"6110097001",20,0.0065702159
2019-05-01,216,"Красноград Проект",100,9255,"10556315001",7,0.0065595845
2019-05-01,148,"Премьер Development",0,9254,"4238343001",1,0.0065588757
2019-05-01,212,"ПромТех",100,9243,"6795853001",2,0.0065510793
2019-05-01,158,"Стрела",100,9237,"6045358001",2,0.0065468268
2019-05-01,160,"Билдинг-сервис",100,9220,"5576937001",2,0.0065347778
2019-05-01,252,"СЗ Стройинвест",0,9220,"11273641001",1,0.0065347778
2019-05-01,125,"Группа компаний Веста",0,9218,"1166240001",31,0.0065333603
2019-05-01,139,"Группа компаний Ремстрой",100,9170,"3633020001",2,0.0064993398
2019-05-01,201,"Строительная компания Август",0,9159,"5385513001",6,0.0064915434
2019-05-01,190,"Реском-Инжиниринг",100,9149,"6688775001",2,0.0064844558
2019-05-01,180,"Группа компаний Спецстрой-ДТА",100,9148,"2489053001",1,0.006483747
2019-05-01,135,"Ринго-Трейд",0,9142,"4849220001",1,0.0064794944
2019-05-01,144,"Группа компаний Техгарант",100,9138,"1539171001",2,0.0064766594
2019-05-01,72,"Строительное управление № 7 Фундаментстрой",0,9135,"9829624001",1,0.0064745331
2019-05-01,172,"Группа компаний Мега-Дон",0,9129,"6070310001",2,0.0064702805
2019-05-01,154,"Группа компаний Зеленый город",0,9128,"4182951001",1,0.0064695718
2019-05-01,167,"Строительная компания Традиция",0,9125,"6277938001",2,0.0064674455
2019-05-01,168,"Экстрастрой",100,9123,"5581097001",1,0.006466028
2019-05-01,146,"КостромаБизнесСтрой",100,9094,"6048292001",3,0.0064454739
2019-05-01,260,"Стройконтракт",38.36,9087,"6031746001",2,0.0064405126
2019-05-01,156,"Технология",0,9080,"11785389001",1,0.0064355513
2019-05-01,138,"ПУЛЬС",100,9053,"8333491001",1,0.0064164147
2019-05-01,180,"Группа компаний КПД-Калининград",100,9052,"1519643001",3,0.0064157059
2019-05-01,159,"Компания Форест",100,9036,"6088313001",6,0.0064043658
2019-05-01,78,"ЖК Вершина",100,9029,"11627458001",2,0.0063994044
2019-05-01,192,"Компания НОВА-С",0,9017,"5903633001",1,0.0063908993
2019-05-01,196,"Производственно-коммерческая фирма Агросервис",0,9007,"5483097001",1,0.0063838117
2019-05-01,168,"Новая усадьба",0,9003,"4962372001",1,0.0063809766
2019-05-01,205,"Новый Город",100,9000,"6238699001",2,0.0063788504
2019-05-01,179,"СМУ Московка 2",100,8997,"10026733001",1,0.0063767241
2019-05-01,170,"ДОМ-Строй",100,8996,"6710867001",3,0.0063760153
2019-05-01,168,"Строительная компания Наш Дом",100,8987,"9336967001",1,0.0063696365
2019-05-01,149,"Фирма СТЭН",61.24,8979,"6075101001",3,0.0063639664
2019-05-01,52,"Шатер Девелопмент",0,8932,"4282540001",1,0.0063306546
2019-05-01,160,"Компания Строй-Сервис",0,8913,"1539002001",1,0.0063171881
2019-05-01,127,"Строительно-производственная фирма Балаковоспецстрой",0,8890,"5864613001",1,0.0063008866
2019-05-01,140,"СТРОЙМЕБЕЛЬСЕРВИС",100,8884,"7912103001",1,0.0062966341
2019-05-01,162,"ГЛАВЖИЛСТРОЙ",100,8878,"10620850001",1,0.0062923815
2019-05-01,129,"Космос",100,8865,"5714867001",7,0.0062831676
2019-05-01,143,"ДИНАМИКА",0,8861,"10570543001",1,0.0062803326
2019-05-01,147,"Строительная компания ПК КВАНТ",100,8861,"10559627001",1,0.0062803326
2019-05-01,144,"Специализированный застройщик УКС Авитек",100,8841,"11462874001",3,0.0062661573
2019-05-01,88,"Стройуниверсал",0,8836,"7619378001",2,0.0062626135
2019-05-01,75,"Иркутстрой",0,8809,"6007476001",10,0.006243477
2019-05-01,175,"Градстрой",0,8805,"6796842001",2,0.0062406419
2019-05-01,249,"Возрождение Северо-Запад",0,8788,"2110141001",1,0.006228593
2019-05-01,179,"Группа компаний ШАГИ",100,8783,"405564001",1,0.0062250492
2019-05-01,128,"БЕТИЗ",100,8768,"7636653001",1,0.0062144178
2019-05-01,127,"СТРОЙМЕНЕДЖМЕНТ",100,8763,"9460123001",1,0.006210874
2019-05-01,166,"Инвестиционно-строительная компания БОР-СИТИ",82.55,8758,"5683961001",3,0.0062073302
2019-05-01,154,"Строительная компания Стройснаб",0,8753,"6271539001",1,0.0062037864
2019-05-01,168,"Строительная компания Проспект",0,8750,"5887738001",1,0.0062016601
2019-05-01,224,"Инвестиционно-строительная группа ТБ-Инвест",0,8731,"6332085001",1,0.0061881936
2019-05-01,287,"Форвард Девелопмент",100,8730,"6443590001",1,0.0061874848
2019-05-01,75,"Стройконсалтинг",0,8728,"6015017001",1,0.0061860673
2019-05-01,155,"Компания КЕТОМ",27.49,8720,"5179249001",2,0.0061803972
2019-05-01,115,"ПРЕОБРАЖЕНСКИЙ ДВОР",0,8707,"9484272001",1,0.0061711833
2019-05-01,161,"Инвестстройгрупп",100,8696,"5526844001",2,0.006163387
2019-05-01,156,"Зубово",100,8694,"5775585001",5,0.0061619694
2019-05-01,167,"Группа компаний Маршал",0,8686,"929989001",3,0.0061562994
2019-05-01,139,"Группа компаний Сити Строй",100,8684,"2015597001",1,0.0061548818
2019-05-01,186,"СТРОИТЕЛЬНАЯ КОМПАНИЯ ЕВРОДОМ",100,8673,"9682365001",3,0.0061470855
2019-05-01,102,"Домостроительный комбинат",100,8667,"5969370001",1,0.0061428329
2019-05-01,232,"ГЛАВУКС",100,8659,"1160418001",2,0.0061371628
2019-05-01,141,"Строительно-ремонтная компания Дон",100,8655,"6032781001",3,0.0061343278
2019-05-01,165,"Строительная компания Ригель",100,8648,"5479400001",1,0.0061293664
2019-05-01,223,"ЖСК Европейский 22",100,8647,"12110511001",2,0.0061286577
2019-05-01,140,"Жилфонд",0,8645,"5767580001",1,0.0061272402
2019-05-01,230,"Гармония",100,8644,"6016438001",2,0.0061265314
2019-05-01,138,"Авангард-Ч",100,8634,"11798828001",1,0.0061194438
2019-05-01,120,"Фирма Стиль",0,8627,"6117158001",1,0.0061144824
2019-05-01,230,"Строительная компания Аврора-Строй",56.77,8625,"6075851001",2,0.0061130649
2019-05-01,144,"Стройконсалтинг",100,8595,"11692675001",1,0.0060918021
2019-05-01,232,"Областная инвестиционно-строительная компания",100,8587,"7922509001",1,0.006086132
2019-05-01,184,"ПСП-Тольяттистрой",100,8553,"8481250001",1,0.0060620341
2019-05-01,153,"Веда-Хаус",100,8552,"6445799001",5,0.0060613254
2019-05-01,212,"ЗАМИТИНО",0,8547,"10922600001",3,0.0060577816
2019-05-01,157,"Верхневолжская Строительная Компания",100,8541,"7619490001",2,0.006053529
2019-05-01,135,"Инвестиционно-строительный холдинг Евро-Дом",0,8535,"1305280001",5,0.0060492764
2019-05-01,141,"ПЕРВАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ",0,8526,"7801722001",1,0.0060428976
2019-05-01,158,"Мегаполис",100,8525,"6032060001",1,0.0060421888
2019-05-01,359,"БаральтМ",100,8524,"5674402001",9,0.0060414801
2019-05-01,170,"Группа компаний Ремикс",0,8481,"2017968001",1,0.0060110033
2019-05-01,179,"Группа Компаний ПартнёрИнвест",100,8479,"6008966001",6,0.0060095858
2019-05-01,153,"АГРОСТРОЙ ПЛЮС",100,8479,"9108608001",1,0.0060095858
2019-05-01,86,"Строительная Компания Инвест-Строй",0,8477,"6261544001",2,0.0060081683
2019-05-01,188,"Уником",0,8470,"7786247001",6,0.0060032069
2019-05-01,151,"Городская Строительная Компания",100,8470,"8751640001",2,0.0060032069
2019-05-01,120,"Финансово-промышленная компания Мегаполис",100,8467,"4853549001",2,0.0060010807
2019-05-01,341,"КАНЬОН-2",0,8460,"6962907001",1,0.0059961193
2019-05-01,165,"Группа Компаний Меринг Групп (Mering Group)",0,8460,"5350215001",2,0.0059961193
2019-05-01,160,"Капитал Строй",100,8458,"6019304001",2,0.0059947018
2019-05-01,156,"Дмитровские горизонты",100,8446,"6025752001",2,0.0059861967
2019-05-01,120,"Газтеплосервис плюс",0,8424,"8153569001",4,0.0059706039
2019-05-01,141,"Ильинка",0,8424,"10147521001",1,0.0059706039
2019-05-01,128,"Промгражданстрой",100,8411,"5691991001",1,0.00596139
2019-05-01,154,"Группа компаний Хорс",100,8411,"6461118001",2,0.00596139
2019-05-01,155,"БИАР Групп",100,8385,"1076433001",1,0.0059429623
2019-05-01,161,"Соло-Строй",100,8360,"6022707001",1,0.0059252432
2019-05-01,162,"ATLAS Development",0,8340,"9487130001",1,0.005911068
2019-05-01,185,"Группа компаний ИСК Мемфис",0,8337,"2491101001",2,0.0059089417
2019-05-01,114,"Строительная компания РЕГИОНБИЗНЕСГРУПП",62.15,8336,"7597137001",2,0.005908233
2019-05-01,145,"Группа компаний ИнвестЖилСтрой",0,8328,"1471547001",2,0.0059025629
2019-05-01,170,"Строительно-монтажное управление-33",100,8317,"8243797001",2,0.0058947665
2019-05-01,172,"Дорожно-строительное предприятие № 11",100,8317,"7720731001",2,0.0058947665
2019-05-01,184,"Строительный инвестиционный центр",100,8310,"6015947001",2,0.0058898052
2019-05-01,146,"Стройиновация",0,8307,"9976676001",1,0.0058876789
2019-05-01,264,"7Я",100,8303,"6027786001",4,0.0058848438
2019-05-01,142,"Оптима",100,8291,"7494106001",1,0.0058763387
2019-05-01,143,"Специализированный Застройщик Красные Зори",0,8284,"11352456001",1,0.0058713774
2019-05-01,160,"Жилищно-строительная компания",100,8279,"8748950001",1,0.0058678336
2019-05-01,132,"Производственно-коммерческая фирма Пульсар-С",0,8262,"6025619001",1,0.0058557846
2019-05-01,278,"Стройкон",0,8252,"5887488001",1,0.005848697
2019-05-01,167,"Строительная компания Ренессанс",0,8241,"10060517001",2,0.0058409006
2019-05-01,144,"Арт-Строй",100,8222,"8754024001",1,0.0058274342
2019-05-01,190,"МКП Объединенная дирекция строящихся объектов города Ростова-на-Дону",100,8214,"8184665001",1,0.0058217641
2019-05-01,192,"Стройинвест",100,8208,"11156637001",2,0.0058175115
2019-05-01,156,"Строительная компания Берега",100,8200,"7243424001",3,0.0058118414
2019-05-01,240,"Группа компаний ЭкОйл",0,8192,"1164535001",1,0.0058061713
2019-05-01,55,"Проектно-строительная организация НеоСтрой",100,8184,"10017635001",1,0.0058005013
2019-05-01,107,"СтройТрест",0,8176,"9472202001",2,0.0057948312
2019-05-01,155,"Район",0,8171,"5587816001",1,0.0057912874
2019-05-01,228,"Старт Инвест",0,8161,"10867112001",1,0.0057841998
2019-05-01,220,"Стройсити-56",100,8142,"6006400001",1,0.0057707333
2019-05-01,157,"ТехКом-Строй",18.82,8140,"3131844001",3,0.0057693158
2019-05-01,208,"Север",100,8131,"4965261001",1,0.0057629369
2019-05-01,77,"State Development",0,8123,"7111204001",1,0.0057572668
2019-05-01,147,"Группа компаний ФБ Группа",0,8105,"7356941001",1,0.0057445091
2019-05-01,149,"Строительная компания БРУ-Элитстрой",0,8102,"9544373001",2,0.0057423828
2019-05-01,114,"Строительно-инжиниринговая компания Выбор",0,8098,"5729711001",1,0.0057395478
2019-05-01,215,"Квартал",0,8085,"6008482001",6,0.0057303339
2019-05-01,107,"Строительная компания Совдел-Строй",0,8080,"6044124001",2,0.0057267901
2019-05-01,144,"АИЖК по Тюменской области",0,8077,"9744250001",1,0.0057246638
