"reportDate","payload.appt_num","payload.developer_group_name","payload.typed_volume_pct","payload.total_living_floor_size","payload.developer_group_id","payload.object_count","payload.total_living_floor_size_pct"
2019-05-01,498,"Атлантикс Констракшн",0,65224,"2225040001",2,0.0462282373
2019-05-01,1447,"Группа Компаний Солнечный дом",72.07,64916,"918255001",8,0.0460099389
2019-05-01,926,"Инвестиционно-Строительный Холдинг AAG",0,64799,"2497235001",5,0.0459270138
2019-05-01,1607,"Родина",0,64562,"9896288001",6,0.0457590374
2019-05-01,853,"Sminex",0,64323,"4354668001",9,0.0455896435
2019-05-01,1335,"Группа компаний Прометей",100,64275,"637432001",6,0.045555623
2019-05-01,1533,"Жилстрой-НН",78.43,64154,"5393439001",10,0.0454698629
2019-05-01,396,"Совместное предприятие Строитель",0,63915,"7641697001",1,0.045300469
2019-05-01,1275,"Фонд жилищного строительства Республики Башкортостан",83.98,63546,"2992813001",10,0.0450389361
2019-05-01,826,"Экспериментальный завод качественных сплавов",0,63341,"8363823001",1,0.0448936401
2019-05-01,853,"Строительная компания Цифей",0,63249,"5693597001",3,0.044828434
2019-05-01,1238,"Зеленый дом",0,63186,"9092734001",197,0.0447837821
2019-05-01,1463,"Томская промышленно-строительная компания",78.21,63176,"617045001",7,0.0447766945
2019-05-01,1322,"Строительная компания Внешстрой",69.15,63096,"5864532001",9,0.0447199936
2019-05-01,1262,"Группа компаний Иллидиум",100,63054,"1334021001",11,0.0446902256
2019-05-01,952,"Берендей",100,62835,"4950437001",28,0.0445350069
2019-05-01,1082,"Окружной фонд развития жилищного строительства Жилище",100,62811,"5395500001",5,0.0445179967
2019-05-01,1212,"Группа компаний Кварсис",0,62187,"452218001",6,0.0440757297
2019-05-01,995,"Группа компаний Премьера",100,62140,"5554834001",11,0.0440424179
2019-05-01,1561,"Группа компаний Центр Строительных Услуг",63.91,62121,"1356473001",18,0.0440289515
2019-05-01,1411,"Группа компаний ГРАЖДАНСТРОЙ",79.54,62111,"188426001",5,0.0440218638
2019-05-01,1149,"Группа компаний Фон",100,61954,"411033001",5,0.0439105883
2019-05-01,1444,"Группа компаний ТехноСтройОлимп",73.59,61468,"1799275001",12,0.0435661304
2019-05-01,539,"MOS CITY GROUP",0,61414,"1900881001",4,0.0435278573
2019-05-01,1382,"Группа компаний Инвестжилстрой",0,61149,"5871875001",2,0.0433400356
2019-05-01,1417,"Управление капитального строительства городского округа город Калининград",100,60867,"5681922001",8,0.043140165
2019-05-01,1996,"Стройлюкс",100,60717,"10448195001",13,0.0430338508
2019-05-01,1209,"Инфинити",0,60684,"8993060001",1,0.0430104617
2019-05-01,1324,"Стройтраст",0,60161,"5830398001",2,0.0426397796
2019-05-01,1914,"Компания НОВЫЙ ДОМ",0,60086,"5831132001",5,0.0425866225
2019-05-01,1233,"Строительная компания Волгожилстрой",100,60086,"5831291001",3,0.0425866225
2019-05-01,1167,"Вега",0,60045,"5633083001",6,0.0425575633
2019-05-01,1187,"Строительная Группа СТМ",0,59903,"3776132001",7,0.0424569192
2019-05-01,1048,"Группа компаний Дом-Строй",38.66,59898,"744353001",3,0.0424533754
2019-05-01,1380,"Группа компаний ПРОК",100,59879,"2489629001",2,0.042439909
2019-05-01,1499,"Группа компаний Фройда",33.14,59767,"2494052001",8,0.0423605277
2019-05-01,1356,"Южно-Уральская Корпорация жилищного строительства и ипотеки",100,59649,"5864158001",6,0.0422768939
2019-05-01,900,"Строительная компания Селф",0,59613,"5476151001",3,0.0422513785
2019-05-01,1189,"3S Group",41.22,59444,"9725613001",2,0.0421315979
2019-05-01,1073,"Группа строительных компаний Мегаполис",100,59266,"425031001",3,0.0420054384
2019-05-01,1126,"Группа компаний ПРОФИ",0,59121,"9979342001",8,0.041902668
2019-05-01,978,"Группа компаний Сити Групп",0,59018,"4296089001",8,0.0418296656
2019-05-01,1133,"Концерн Питер",0,58664,"5867351001",1,0.0415787642
2019-05-01,896,"ROSE GROUP",0,58656,"1283478001",1,0.0415730941
2019-05-01,1285,"Альфа",100,58390,"5485737001",5,0.0413845636
2019-05-01,901,"Строительная компания Промгражданстрой",100,58095,"5829103001",6,0.0411754791
2019-05-01,1385,"Строительная компания Новый век",100,58032,"5830201001",3,0.0411308271
2019-05-01,617,"РЕМСТРОЙТРЕСТ",0,58020,"4848927001",3,0.041122322
2019-05-01,1545,"Акваспорт",0,57965,"4948503001",16,0.0410833401
2019-05-01,1149,"Служба заказчика и технического надзора городского округа город Уфа",100,57953,"5774736001",1,0.041074835
2019-05-01,1320,"Жилкапинвест",100,57825,"5524600001",5,0.0409841136
2019-05-01,775,"Мосстроймеханизация-5",91.36,57813,"6007839001",4,0.0409756084
2019-05-01,1307,"Специализированный застройщик Андор",12.69,57757,"1148302001",6,0.0409359178
2019-05-01,1185,"Строительная компания Донстрой",41.28,57613,"5834649001",8,0.0408338562
2019-05-01,1446,"ЕкатеринодарИнвест-Строй",100,57429,"10146399001",7,0.0407034441
2019-05-01,1604,"Группа компаний Эскадра",17.83,57209,"451521001",5,0.0405475167
2019-05-01,1433,"Строительная компания РЕГИОН-СТРОЙ",7.99,57201,"5572946001",17,0.0405418466
2019-05-01,887,"Группа компаний СКОН",78.01,57175,"5601180001",4,0.0405234188
2019-05-01,1482,"Atlas Group",100,56901,"9495189001",15,0.0403292183
2019-05-01,879,"Академия",0,56829,"10684869001",6,0.0402781874
2019-05-01,1600,"Финансово-строительная компания ДомСтрой",76.3,56812,"669582001",19,0.0402661385
2019-05-01,1235,"ПРОФИ-ИНВЕСТ",31.98,56769,"3732427001",4,0.0402356618
2019-05-01,934,"Группа Компаний АСК-12",100,56386,"6210318001",15,0.0399642063
2019-05-01,968,"Строительная компания Ремстройсервис",47.1,56370,"2963473001",5,0.0399528661
2019-05-01,1090,"Группа Компаний Парангон",0,56360,"6523097001",16,0.0399457785
2019-05-01,1280,"Строительная компания Главстрой",100,56347,"1868579001",10,0.0399365646
2019-05-01,939,"СМОЛСТРОМ-СЕРВИС",100,56335,"515768001",10,0.0399280594
2019-05-01,1245,"ЭКО-МЕХАНИКА",100,56187,"10060244001",10,0.0398231628
2019-05-01,1034,"Группа компаний Амурские зори",0,56179,"773868001",3,0.0398174927
2019-05-01,1208,"Торгово-промышленная группа БИС",95.37,55995,"1341063001",34,0.0396870806
2019-05-01,1205,"Ассоциация строительных предприятий БЕРЕГ",100,55856,"424208001",3,0.0395885628
2019-05-01,1225,"Группа компаний MODO GROUP",6.28,55812,"730948001",5,0.0395573774
2019-05-01,1294,"Проектстрой",100,55367,"5395984001",7,0.0392419786
2019-05-01,1246,"Промбезопасность",100,55152,"5209331001",5,0.039089595
2019-05-01,1177,"Кубанская Марка",100,55090,"5820284001",6,0.0390456518
2019-05-01,570,"Central Properties",0,54732,"4348555001",1,0.0387919153
2019-05-01,961,"Строительная фирма Проспект",64.27,54628,"5799386001",6,0.0387182042
2019-05-01,793,"Холдинг Партнер",40.29,54453,"710698001",18,0.038594171
2019-05-01,998,"Строительная Компания СД Альфа Капитал",42.21,54270,"5831688001",5,0.0384644677
2019-05-01,1064,"Строительная компания СТАТУС",100,54234,"9529680001",10,0.0384389523
2019-05-01,1300,"Navis Group Development",0,53863,"3793681001",21,0.0381760019
2019-05-01,1848,"Управляющая компания СТИМ",87.51,53824,"475927001",11,0.0381483602
2019-05-01,873,"ГЛАВГРАДОСТРОЙ",100,53753,"4952788001",4,0.0380980381
2019-05-01,863,"Группа компаний АрхангельскГражданРеконструкция",70.13,53454,"1426675001",6,0.0378861186
2019-05-01,930,"Группа компаний Ремжилстрой",100,53427,"391588001",6,0.037866982
2019-05-01,1290,"Группа компаний Строитель",36.23,53282,"3058005001",5,0.0377642116
2019-05-01,984,"Группа компаний СтройСпецСервис",44.19,53186,"3810723001",4,0.0376961706
2019-05-01,588,"КМЗ Александрия",0,53174,"10923112001",76,0.0376876654
2019-05-01,912,"Зенит",38.1,53164,"1444830001",4,0.0376805778
2019-05-01,808,"Специализированный застройщик Белстрой",0,53148,"11956741001",1,0.0376692377
2019-05-01,1072,"Строительная компания Лидер",70.64,52968,"5832797001",6,0.0375416606
2019-05-01,1037,"Домостроительная компания",0,52913,"5503963001",23,0.0375026788
2019-05-01,585,"Жилищно-строительный кооператив Газовик",0,52892,"5573304001",12,0.0374877948
2019-05-01,736,"Инвестиционно-строительная компания ЭКО ПЛЮС",0,52739,"7133140001",3,0.0373793543
2019-05-01,1401,"Группа компаний АМДевелопмент",0,52688,"951142001",8,0.0373432075
2019-05-01,947,"Производственно-строительная компания Омега",100,52678,"5804032001",5,0.0373361199
2019-05-01,858,"Группа компаний СтройГарант",67.14,52644,"5874179001",6,0.037312022
2019-05-01,987,"Торгово-строительное управление Энгельсстрой",100,52639,"5828917001",6,0.0373084782
2019-05-01,1024,"Инвестиционно-финансовая компания Межрегиональный финансовый союз",100,52623,"4956928001",1,0.037297138
2019-05-01,1284,"Строительный Холдинг Scandinavia",64.79,52615,"1642574001",24,0.037291468
2019-05-01,843,"Строительная компания Звезда",92.51,52338,"6660275001",6,0.0370951411
2019-05-01,883,"Группа компаний КамаСтройИнвест",72.03,52129,"2436482001",7,0.03694701
2019-05-01,1095,"Строительная компания Строймонтаж-2002",100,51955,"5834477001",6,0.0368236856
2019-05-01,1155,"Специализированный застройщик 10-Й ДОМ",100,51886,"6025756001",9,0.0367747811
2019-05-01,1000,"Инвестиционно-строительная компания СтройФедерация",0,51834,"5775114001",2,0.0367379255
2019-05-01,968,"Группа компаний Владар",92.64,51790,"388227001",8,0.03670674
2019-05-01,840,"Строительно-монтажное предприятие Электронжилсоцстрой",100,51635,"5396680001",3,0.036596882
2019-05-01,846,"Группа Компаний Красная Стрела",36.31,51051,"4410304001",20,0.0361829655
2019-05-01,566,"Группа Компаний Завод сборного железобетона № 6",100,50955,"690763001",6,0.0361149244
2019-05-01,727,"Группа Компаний Инстрой",100,50929,"5873644001",7,0.0360964967
2019-05-01,849,"Управляющая компания Альянс-Менеджмент",0,50726,"3771696001",2,0.0359526181
2019-05-01,1258,"Сити Эстейт",0,50719,"4965701001",10,0.0359476568
2019-05-01,1013,"Строительный трест №43",78.37,50302,"5800583001",8,0.0356521034
2019-05-01,820,"Группа компаний Армада",100,50227,"644767001",3,0.0355989463
2019-05-01,942,"Северная Строительная Компания",100,50225,"4965347001",3,0.0355975288
2019-05-01,1081,"Строительная группа Любимый Дом",0,50213,"5744486001",5,0.0355890237
2019-05-01,985,"ОДА Премиум",0,50054,"8534057001",6,0.0354763306
2019-05-01,1088,"АВИГРАН",100,50048,"9244479001",4,0.0354720781
2019-05-01,488,"Новое Время",0,50031,"5759141001",10,0.0354600291
2019-05-01,971,"Строительная компания Прогресс-Н",100,49857,"5755679001",5,0.0353367047
2019-05-01,1248,"Группа компаний ДомСтрой",100,49837,"6110437001",10,0.0353225295
2019-05-01,1039,"Финансово-строительная компания Лада-Дом",61.22,49621,"5397325001",5,0.0351694371
2019-05-01,994,"Сибирь Девелопмент",0,49613,"5799484001",5,0.035163767
2019-05-01,1094,"Проектная компания Былово",100,49605,"5567599001",7,0.0351580969
2019-05-01,800,"Самарский хлебзавод №9",100,49602,"10239088001",2,0.0351559706
2019-05-01,917,"Группа компаний Юг-Ра",16.94,49476,"5390627001",5,0.0350666667
2019-05-01,1113,"Домостроительный комбинат",70.39,49369,"5830783001",7,0.0349908293
2019-05-01,779,"СВЕ Компани",0,49260,"4964964001",4,0.0349135743
2019-05-01,896,"Пензастрой",78.16,49119,"5823187001",5,0.034813639
2019-05-01,868,"МОСОБЛИНТЕРСТРОЙ",100,49108,"4962138001",2,0.0348058426
2019-05-01,874,"Группа компаний УТУМ+",41.99,48972,"388417001",4,0.0347094511
2019-05-01,964,"РентСити",0,48859,"6849464001",3,0.0346293611
2019-05-01,722,"Евро-Телеком",100,48698,"5518439001",6,0.0345152505
2019-05-01,808,"СПЕЦРЕМСТРОЙТРЕСТ",29.21,48608,"2982852001",4,0.034451462
2019-05-01,874,"НКС-Девелопмент",0,48588,"6233044001",6,0.0344372868
2019-05-01,900,"Строительная фирма Тверьагрострой",89.97,48446,"5862123001",14,0.0343366427
2019-05-01,621,"Форвард",0,48411,"5903524001",3,0.0343118361
2019-05-01,899,"Строительная компания Новый мир плюс",100,48265,"5823272001",2,0.034208357
2019-05-01,762,"Инвестиционно-строительная компания Честр-Групп",21.92,47974,"6041723001",11,0.0340021075
2019-05-01,1165,"Группа компаний АССО-Строй",0,47967,"3041911001",6,0.0339971461
2019-05-01,1235,"МОНОЛИТ-СТРОЙ",100,47879,"6508118001",4,0.0339347751
2019-05-01,898,"Компания Стройтрест №3",100,47728,"5887108001",9,0.0338277522
2019-05-01,718,"Немецкая деревня",0,47301,"11460833001",48,0.0335251112
2019-05-01,1056,"Строительная компания Деловой Мир",100,47234,"5819756001",4,0.0334776242
2019-05-01,964,"Группа компаний Долгопрудненская строительная компания",36.45,47213,"430906001",3,0.0334627402
2019-05-01,1057,"Вектор Инвестментс",0,47075,"1195114001",11,0.0333649312
2019-05-01,937,"Строительная компания Амурстрой",91.24,46884,"5518260001",10,0.0332295578
2019-05-01,830,"СТРОЙМЕХАНИЗАЦИЯ",53.77,46835,"1161107001",11,0.0331948285
2019-05-01,819,"Askona Invest",56.39,46786,"2970222001",7,0.0331600992
2019-05-01,1205,"Группа компаний Ойкумена",0,46519,"372110001",3,0.03297086
2019-05-01,1008,"Строительная компания КАСКАД",100,46506,"6869221001",4,0.0329616461
2019-05-01,1010,"Элит-ГРУПП",52.97,46393,"6283606001",2,0.0328815561
2019-05-01,1002,"Строительные Системы",100,46342,"5836315001",59,0.0328454093
2019-05-01,766,"Группа компаний САНД",0,46335,"4407821001",8,0.0328404479
2019-05-01,603,"Строительная компания Экономжилстрой",100,45899,"6212183001",6,0.0325314281
2019-05-01,722,"Новосибирский квартал",0,45753,"10086435001",3,0.0324279489
2019-05-01,1014,"Группа компаний VIRA GROUP",100,45601,"730241001",2,0.0323202172
2019-05-01,840,"Строительная компания Карбон",70.92,45558,"4342257001",21,0.0322897405
2019-05-01,774,"Альянс",54.63,45486,"9517119001",2,0.0322387097
2019-05-01,882,"Кольцо",0,45454,"7822493001",1,0.0322160294
2019-05-01,728,"НОВЫЙ ГОРОД",100,45291,"7799419001",37,0.0321005013
2019-05-01,1029,"Строительная компания Оникс",100,45201,"5634499001",27,0.0320367128
2019-05-01,888,"Орсо групп",0,44969,"5888567001",3,0.0318722802
2019-05-01,808,"Инвестиционно-строительная компания ДомСтройОмск",100,44892,"643733001",3,0.0318177056
2019-05-01,714,"Финансово-строительная компания Западный Луч",0,44806,"5884941001",4,0.0317567521
2019-05-01,1210,"Инвестиционно-строительная компания Русская Сказка",0,44728,"5056700001",1,0.0317014688
2019-05-01,625,"Столичный квартал",0,44721,"9272095001",1,0.0316965074
2019-05-01,744,"Жилищно-строительная компания Комфортное жилье",100,44718,"5667923001",3,0.0316943811
2019-05-01,1335,"Группа компаний Невская Строительная Компания",0,44638,"1842090001",11,0.0316376803
2019-05-01,814,"Строительная компания Комсомольский",100,44559,"7810323001",4,0.0315816881
2019-05-01,1248,"Группа компаний Камская долина",100,44522,"697310001",5,0.031555464
2019-05-01,1521,"Plaza Lotus Group",0,44496,"9454706001",2,0.0315370362
2019-05-01,763,"Группа компаний ВИРА",100,44371,"1153400001",3,0.031448441
2019-05-01,818,"ALVEK",0,44352,"3192985001",3,0.0314349746
2019-05-01,962,"Группа компаний Оренбургстрой",100,43962,"4720144001",2,0.0311585577
2019-05-01,787,"Вектор",100,43904,"5893724001",4,0.0311174496
2019-05-01,809,"СПИК",12.78,43848,"7508945001",10,0.0310777589
2019-05-01,681,"Компания Красная маевка",0,43807,"5871275001",8,0.0310486997
2019-05-01,952,"Юг-Центр",100,43674,"8243456001",3,0.0309544345
2019-05-01,567,"Специализированный застройщик Капитал Строй",0,43654,"11445571001",1,0.0309402593
2019-05-01,830,"Консоль",100,43491,"4852898001",7,0.0308247312
2019-05-01,708,"МВ Стил-Юг",0,43414,"10013132001",2,0.0307701566
2019-05-01,694,"Девелоперская компания Первостроитель",76.69,43306,"903473001",4,0.0306936104
2019-05-01,666,"Фирма БиК",57.93,43295,"5577399001",5,0.030685814
2019-05-01,866,"Завод железобетонных изделий и конструкций",62.92,43176,"1366363001",4,0.0306014715
2019-05-01,760,"Компания Владимир",68.6,43119,"5756799001",4,0.0305610721
2019-05-01,874,"Инвестиционно-строительная компания Гранд",80.37,43112,"3951107001",6,0.0305561107
2019-05-01,883,"Экспериментальный керамический завод",100,43011,"4970718001",2,0.0304845259
2019-05-01,785,"Кубаньжилстрой",27.14,42946,"5699543001",7,0.0304384564
2019-05-01,825,"Группа компаний Эколлайн",100,42671,"3811059001",14,0.0302435471
2019-05-01,791,"Зима Южная",100,42646,"6733617001",7,0.030225828
2019-05-01,852,"Инвестиционно-Строительная Компания ВИТА",100,42599,"4962795001",32,0.0301925163
2019-05-01,711,"Строительная компания Железобетон-12",52.01,42563,"5823519001",4,0.0301670009
2019-05-01,776,"СтройТЭК",0,42454,"5763025001",3,0.0300897459
2019-05-01,874,"Группа компаний Стройинвест ИСГ",100,42434,"311339001",7,0.0300755707
2019-05-01,676,"Инвестиционно-строительная группа Мармакс",0,42433,"559678001",4,0.0300748619
2019-05-01,1500,"Инвестиционная Компания Пулковская",0,42381,"5053245001",3,0.0300380063
2019-05-01,0,"Строительно-Монтажное Управление-5 СтройБетон Восточное",100,42328,"9670918001",11,0.030000442
2019-05-01,890,"Группа компаний Баутехник",89.54,42266,"837479001",4,0.0299564988
2019-05-01,921,"СК ЭНЕРГИЯ",100,42154,"7634373001",14,0.0298771176
2019-05-01,759,"Южная строительная компания",0,42129,"6952770001",3,0.0298593985
2019-05-01,647,"Группа компаний Премьер",100,42055,"430987001",2,0.0298069502
2019-05-01,581,"Группа компаний СОМИКС",0,41927,"5960921001",2,0.0297162288
2019-05-01,1024,"Владимирский городской ипотечный фонд",63.61,41797,"5830955001",3,0.0296240898
2019-05-01,765,"Москапстрой-ТН",0,41699,"9512728001",1,0.0295546312
2019-05-01,693,"Компания Витэсс",0,41652,"5871505001",6,0.0295213195
2019-05-01,892,"Инвестиционная строительная компания ЖИЛСТРОЙ МИЛЛЕНИУМ",100,41628,"4956492001",3,0.0295043092
2019-05-01,905,"БРИК керамикс",20.83,41587,"5633247001",13,0.02947525
2019-05-01,848,"Строительная компания РАНТ",0,41427,"1828268001",3,0.0293618482
2019-05-01,983,"Компания БрянскСтройРазвитие",100,41353,"5862750001",4,0.0293093999
2019-05-01,874,"ИКАР",100,41232,"7080922001",10,0.0292236398
2019-05-01,860,"СмитИнвест",62.82,41213,"6026098001",9,0.0292101733
2019-05-01,1009,"Строительная компания МегаАльянс",89.52,41212,"5701228001",2,0.0292094646
2019-05-01,920,"ИНВЕСТГРАЖДАНСТРОЙ",100,41210,"9661008001",2,0.029208047
2019-05-01,776,"Тюменгазстрой",100,40960,"5833863001",2,0.0290308567
2019-05-01,695,"Строительная компания Правый берег",0,40926,"11490682001",3,0.0290067589
2019-05-01,946,"Группа компаний Консоль",97.62,40900,"386822001",7,0.0289883311
2019-05-01,1005,"Строительная компания Энергожилстрой",100,40898,"5580697001",5,0.0289869136
2019-05-01,958,"Группа компаний Строй Мир",62.58,40854,"768970001",6,0.0289557281
2019-05-01,886,"ТЕХЗАКАЗСТРОЙ",100,40801,"10108851001",2,0.0289181637
2019-05-01,1110,"Специализированный застройщик Вита-Строй",100,40769,"7619171001",48,0.0288954834
2019-05-01,780,"Строительная компания Консоль-Строй ЛТД",92.86,40589,"8244227001",13,0.0287679064
2019-05-01,1206,"Строй-Сити",0,40536,"6004682001",1,0.028730342
2019-05-01,847,"Группа компаний МРСК Базис",100,40450,"3005903001",4,0.0286693886
2019-05-01,714,"Девелоперская компания Имена",0,40442,"11289502001",7,0.0286637185
2019-05-01,598,"Строительная компания Отделфинстрой",47.52,40409,"5864304001",11,0.0286403293
2019-05-01,751,"Группа компаний Квартал",100,40351,"190707001",15,0.0285992212
2019-05-01,604,"Строительная компания Жупиков",28.29,40304,"6049158001",6,0.0285659094
2019-05-01,1180,"СтройКапитал",100,40196,"4966424001",1,0.0284893632
2019-05-01,1105,"МАКСИМА",100,40172,"10955784001",1,0.028472353
2019-05-01,802,"ПРОГРЕСС",0,40136,"6009734001",2,0.0284468376
2019-05-01,645,"Группа компаний Еврострой",0,40134,"1840320001",4,0.02844542
2019-05-01,678,"Строительная компания Габион",0,39974,"10556485001",3,0.0283320182
2019-05-01,1004,"Строительная компания Арго",100,39965,"5504027001",2,0.0283256394
2019-05-01,652,"Ikon Development",23.27,39964,"5057675001",3,0.0283249306
2019-05-01,707,"Реставрационная мастерская",60.03,39759,"518801001",4,0.0281796346
2019-05-01,976,"Монолит",0,39591,"7500863001",1,0.0280605627
2019-05-01,757,"АНДЭКО",68.27,39530,"10743828001",3,0.0280173283
2019-05-01,764,"Строительная компания Эверест-Н",77.78,39455,"4547406001",3,0.0279641712
2019-05-01,747,"Славянский Дом",0,39397,"6105282001",5,0.0279230631
2019-05-01,664,"СТЭЛ-Инвест",85.5,39365,"5872513001",6,0.0279003827
2019-05-01,656,"Главное военно-строительное управление №6",0,39329,"5824042001",4,0.0278748673
2019-05-01,702,"Компания Перспектива",100,39271,"5511883001",4,0.0278337592
2019-05-01,1032,"Строй Интернейшнл",100,39177,"5727569001",14,0.0277671356
2019-05-01,886,"Строительная компания Любимый город",0,39159,"5395048001",3,0.0277543779
2019-05-01,706,"Гарант Инвест",0,39155,"6819824001",10,0.0277515429
2019-05-01,505,"Компания Сигма",100,39117,"5786645001",2,0.0277246099
2019-05-01,896,"Бэст Торг",0,39105,"6873320001",6,0.0277161048
2019-05-01,785,"Сервисно-строительная компания",100,38987,"10249457001",3,0.027632471
2019-05-01,845,"Группа компаний Медик",100,38791,"1145778001",4,0.0274935538
2019-05-01,615,"Строительная компания Ваш дом",83.83,38754,"4852452001",9,0.0274673296
2019-05-01,590,"Офис-центр",0,38718,"5754811001",3,0.0274418142
2019-05-01,1134,"НОРД-ВЕСТ",0,38671,"3753028001",21,0.0274085025
2019-05-01,697,"Фирма Маяковская",100,38599,"5895813001",5,0.0273574717
2019-05-01,429,"Группа компаний Норского Керамического завода",0,38464,"455092001",1,0.0272617889
2019-05-01,748,"Группа компаний Технострой",100,38463,"4962273001",2,0.0272610801
2019-05-01,705,"Зорге 9",0,38463,"9430436001",3,0.0272610801
2019-05-01,735,"ГК RRR",100,38431,"10164953001",8,0.0272383998
2019-05-01,580,"Строительно-Инвестиционная Компания САС",100,38375,"4967278001",2,0.0271987092
2019-05-01,544,"Холдинг VELLCOM group",0,38363,"6704374001",6,0.027190204
2019-05-01,735,"Инвестиционно-строительная компания Агидель-ИнвестСтрой",36.8,38328,"5484299001",4,0.0271653974
2019-05-01,774,"Группа компаний МЖК Адрес",100,38293,"5283124001",2,0.0271405908
2019-05-01,726,"Гор-Строй",100,38066,"10986651001",5,0.026979702
2019-05-01,628,"УПРАВЛЕНИЕ ЭКСПЕРИМЕНТАЛЬНОЙ ЗАСТРОЙКИ МИКРОРАЙОНОВ",0,38007,"7924542001",3,0.0269378851
2019-05-01,617,"Южная поляна",63.76,37917,"9274784001",6,0.0268740966
2019-05-01,802,"Строительная группа Альянс",100,37780,"5969644001",2,0.0267769963
2019-05-01,864,"Группа компаний Авиаспецресурс",100,37735,"6220268001",5,0.026745102
2019-05-01,741,"Управление инвестиционных программ города Хабаровска",100,37685,"706107001",3,0.026709664
2019-05-01,1011,"ЗАРДОН групп",28.68,37645,"12000794001",4,0.0266813135
2019-05-01,678,"Группа компаний Технополис",0,37490,"5054881001",2,0.0265714555
2019-05-01,760,"Строительная фирма Три АсС",100,37391,"5479907001",2,0.0265012882
2019-05-01,711,"Союз-Алушта",0,37110,"11226938001",3,0.0263021263
2019-05-01,573,"Инвестиционно-строительный консорциум Новомосковский Строитель",0,37090,"4232740001",3,0.0262879511
2019-05-01,1075,"Группа Компаний СтройМеталл",24.67,37031,"5226696001",7,0.0262461342
2019-05-01,579,"БЕТИЗ И К",100,36897,"4950571001",4,0.0261511602
2019-05-01,858,"Залесный Сити",0,36895,"9270415001",3,0.0261497427
2019-05-01,929,"Компания Новострой-Дон",100,36773,"5886867001",15,0.0260632738
2019-05-01,790,"Компания Таго",100,36747,"2984329001",4,0.026044846
2019-05-01,551,"Группа компаний Век",0,36717,"4286416001",6,0.0260235832
2019-05-01,765,"Группа компаний SKY Group",0,36699,"498179001",6,0.0260108255
2019-05-01,494,"KR Properties",0,36662,"5050110001",3,0.0259846013
2019-05-01,675,"Группа компаний КАСКАДСТРОЙСЕРВИС",100,36643,"3325918001",2,0.0259711349
2019-05-01,647,"ВОСКРЕСЕНСКИЙ ДОМОСТРОИТЕЛЬНЫЙ КОМБИНАТ",0,36625,"4951754001",1,0.0259583772
2019-05-01,1097,"Инвестиционная Строительная Компания-Стронег",59.08,36610,"5772878001",13,0.0259477457
2019-05-01,395,"Группа компаний Владоград",25.27,36524,"7277748001",4,0.0258867923
2019-05-01,638,"Компания Барнаулкапстрой",54.2,36501,"5392932001",6,0.0258704908
2019-05-01,1041,"Группа компаний Строй-Плюс",100,36451,"442756001",3,0.0258350527
2019-05-01,668,"Альмина",0,36406,"7591975001",2,0.0258031585
2019-05-01,692,"Veren Group",0,36362,"4929759001",22,0.025771973
2019-05-01,499,"Строй Добро",100,36313,"11539415001",1,0.0257372437
2019-05-01,708,"Группа компаний ВСВ",68.65,36310,"5923438001",3,0.0257351174
2019-05-01,567,"Стенос",0,36279,"5362231001",2,0.0257131458
2019-05-01,607,"Агентство ипотечного жилищного кредитования Орловской области",100,36255,"5835214001",3,0.0256961355
2019-05-01,715,"Группа Родина",0,36226,"10832725001",4,0.0256755815
2019-05-01,808,"Группа Строительных Компаний СТРОИМ ВМЕСТЕ",100,36162,"947281001",18,0.0256302207
2019-05-01,933,"РКСК",0,36141,"10140865001",3,0.0256153368
2019-05-01,728,"Группа компаний ARSIB holding group",100,36132,"391537001",5,0.0256089579
2019-05-01,652,"Строительная компания ГринАгроСтрой",100,36128,"6763165001",14,0.0256061229
2019-05-01,758,"СЕВЕР",100,36124,"9527461001",11,0.0256032878
2019-05-01,646,"Строительная компания Арт Эль",100,36056,"9627458001",12,0.0255550921
2019-05-01,646,"Строительное Предприятие Инициатива Открытого Акционерного Общества Крупнопанельное Домостроение",83,35963,"5775952001",6,0.0254891773
2019-05-01,1002,"Цертус",59.98,35878,"6824048001",3,0.0254289326
2019-05-01,656,"Восточная инвестиционно-строительная компания",100,35714,"4951911001",9,0.0253126957
2019-05-01,603,"Ренессанс Актив",0,35584,"5474609001",3,0.0252205568
2019-05-01,814,"Группа компаний Город-сад",22.31,35564,"843637001",9,0.0252063816
2019-05-01,792,"РС инвестмент",100,35556,"5667699001",4,0.0252007115
2019-05-01,744,"Скандиа Девелопмент",0,35457,"10604893001",8,0.0251305441
2019-05-01,856,"СЛК",100,35276,"5780984001",9,0.0250022584
2019-05-01,544,"Группа Компаний Завидово Девелопмент",0,35252,"5348696001",4,0.0249852481
2019-05-01,625,"Группа компаний Магазин Новостроек",20.12,35101,"5087275001",8,0.0248782252
2019-05-01,867,"Новая Жизнь Недвижимость",100,35068,"5480340001",3,0.024854836
2019-05-01,745,"Docklands Development",0,35037,"5856428001",3,0.0248328644
2019-05-01,848,"Иркутское региональное жилищное агентство",83.44,34987,"7413793001",4,0.0247974264
2019-05-01,690,"Группа компаний Проект Инвест",100,34903,"561430001",5,0.0247378905
2019-05-01,691,"Строительная компания Максимум",0,34873,"5613494001",3,0.0247166276
2019-05-01,420,"Группа компаний STONE HEDGE",0,34792,"7765277001",3,0.024659218
